iter	MultiClass
140	0.7777159576
141	0.7767495993
142	0.7758205946
143	0.7741926972
144	0.7731372391
145	0.7720675245
146	0.7709737934
147	0.7701874195
148	0.7696049902
149	0.7687136939
150	0.7675854549
151	0.7667530894
152	0.7655596007
153	0.7639857697
154	0.7625498228
155	0.7621223969
156	0.7609678883
157	0.7601436689
158	0.7593321573
159	0.7577055699
160	0.7569355613
161	0.7561033226
162	0.7552035688
163	0.7545661648
164	0.7537686902
165	0.7527836267
166	0.7519488062
167	0.7511683939
168	0.7503084107
169	0.7495009571
170	0.7485536637
171	0.747474652
172	0.746400081
173	0.7459369552
174	0.7451794675
175	0.7441704085
176	0.7432057023
177	0.7426345999
178	0.7410988683
179	0.7404081187
180	0.7397026507
181	0.7390711576
182	0.7383073087
183	0.737051213
184	0.73616933
185	0.7353134307
186	0.7344024374
187	0.7335967139
188	0.7329624795
189	0.7322518741
190	0.7316446777
191	0.730737267
192	0.7298741912
193	0.7292532704
194	0.7284922946
195	0.7277753538
196	0.7270271095
197	0.7264199092
198	0.7255124094
199	0.7246358627
200	0.7239627604
201	0.7227728013
202	0.7219207983
203	0.7210557079
204	0.7204094165
205	0.7195458775
206	0.7187899011
207	0.7176413027
208	0.7170068798
209	0.7163230437
210	0.7156007552
211	0.7149158161
212	0.7144789689
213	0.7137502849
214	0.7131414415
215	0.7125797052
216	0.7117007969
217	0.7109110036
218	0.7099220414
219	0.7092674816
220	0.7085457368
221	0.7080102006
222	0.7071841033
223	0.7067139041
224	0.7059407681
225	0.7053042484
226	0.7047815172
227	0.7039288589
228	0.7033455852
229	0.7029508506
230	0.7020891312
231	0.7014277201
232	0.700781788
233	0.7000871619
234	0.6994553629
235	0.698837124
236	0.697933438
237	0.6974212032
238	0.6967582859
239	0.6960680313
240	0.6953300307
241	0.6946730816
242	0.6941124681
243	0.693091505
244	0.692481762
245	0.691730218
246	0.6911138159
247	0.6904472428
248	0.6897069119
249	0.6890948066
250	0.6885966958
251	0.6880982551
252	0.6874800687
253	0.6867751888
254	0.686326335
255	0.6857366225
256	0.6853727626
257	0.6849875011
258	0.6844452066
259	0.6838911139
260	0.6834089052
261	0.6828873734
262	0.6825329768
263	0.6821435399
264	0.6816138112
265	0.6811218872
266	0.6805160744
267	0.6801253873
268	0.6794899112
269	0.6791124353
270	0.6786803299
271	0.6781646642
272	0.6777440036
273	0.6772289728
274	0.6767806004
275	0.6762250582
276	0.6759292419
277	0.6751102917
278	0.6747426463
279	0.6742399051
280	0.6735165306
281	0.6729920782
282	0.6722112662
283	0.6715163837
284	0.6709839471
285	0.6703254711
286	0.6698759661
287	0.6694419373
288	0.6689296355
289	0.6682735576
290	0.667849454
291	0.6673766652
292	0.6668361422
293	0.666436961
294	0.6659428392
295	0.6654230805
296	0.6650598999
297	0.6645625439
298	0.6640016426
299	0.6634745981
300	0.6630803605
301	0.6621865564
302	0.6614391505
303	0.6611158833
304	0.6606114936
305	0.6602916961
306	0.6592967525
307	0.6585123964
308	0.6579353902
309	0.6573925249
310	0.6570235347
311	0.6567470127
312	0.6562307038
313	0.6558164275
314	0.6554527858
315	0.6548305591
316	0.6542582213
317	0.6538364276
318	0.6534284708
319	0.6529865444
320	0.6523903299
321	0.6517842481
322	0.6513849977
323	0.6508804799
324	0.6503293822
325	0.6498300443
326	0.6492936875
327	0.6489924468
328	0.6485322502
329	0.6481250606
330	0.6477042791
331	0.6473427913
332	0.6470380341
333	0.6467177468
334	0.6462678634
335	0.6459342894
336	0.6456591065
337	0.6452485363
338	0.6449555973
339	0.6446207916
340	0.6442300236
341	0.6438238154
342	0.6430857505
343	0.6428179138
344	0.6424915962
345	0.6418674114
346	0.6414987942
347	0.641109163
348	0.6408388038
349	0.6404832628
350	0.6400432402
351	0.6397440958
352	0.6392745653
353	0.6390562391
354	0.6385457793
355	0.6379947429
356	0.6375524606
357	0.6372780886
358	0.6367620003
359	0.6362437557
360	0.6358417487
361	0.6354887403
362	0.6346829653
363	0.6343232556
364	0.6338465512
365	0.6335580715
366	0.6332260578
367	0.6329249297
368	0.6323841257
369	0.6318018635
370	0.6314004939
371	0.6310390421
372	0.6306150819
373	0.6302996928
374	0.6297032542
375	0.629456227
376	0.6291880629
377	0.6287636292
378	0.6284225638
379	0.6281294236
380	0.6277073465
381	0.6271596487
382	0.6268015763
383	0.6263729691
384	0.6260042034
385	0.6256664499
386	0.6253307664
387	0.6249531672
388	0.6245195406
389	0.6240201448
390	0.6237127873
391	0.6233305523
392	0.6229337312
393	0.6224690586
394	0.6221484479
395	0.6218967714
396	0.6216644741
397	0.6213003361
398	0.6210260513
399	0.6206717537
400	0.6204178016
401	0.6200570436
402	0.6196392129
403	0.6193965936
404	0.6190565954
405	0.618739846
406	0.6182803373
407	0.6180503939
408	0.6177556002
409	0.6174285728
410	0.6171653315
411	0.6167703008
412	0.6163314808
413	0.6160629617
414	0.6157821788
415	0.6155149165
416	0.6152436098
417	0.6147519348
418	0.6143653022
419	0.6138861014
420	0.6136393037
421	0.6131032738
422	0.6127084397
423	0.6124222895
424	0.6121745821
425	0.6117284387
426	0.6114544688
427	0.6110853129
428	0.6109080453
429	0.610582283
430	0.6103613173
431	0.6101765293
432	0.609830654
433	0.6094544876
434	0.6090843107
435	0.6088960826
436	0.6087037741
437	0.6084057168
438	0.6080487666
439	0.6077267192
440	0.6074175802
441	0.6071362411
442	0.6068160214
443	0.6065648864
444	0.6063909244
445	0.6061386093
446	0.6059435335
447	0.6056770263
448	0.6054981891
449	0.6052918491
450	0.6050696796
451	0.6047251263
452	0.6045637842
453	0.6042230322
454	0.6039405525
455	0.6036924198
456	0.6033877727
457	0.6031862517
458	0.6030078609
459	0.6027851859
460	0.6025789408
461	0.602347146
462	0.6021444689
463	0.6019619165
464	0.6015659016
465	0.6013609285
466	0.6011060368
467	0.6008527776
468	0.6005724074
469	0.6003461661
470	0.6001613348
471	0.599930363
472	0.5997483808
473	0.5994770156
474	0.5993123948
475	0.5990708366
476	0.5989104155
477	0.5986701064
478	0.5983337142
479	0.5980583204
480	0.5979209688
481	0.5976935127
482	0.5974054706
483	0.5972482035
484	0.5970261804
485	0.5967723236
486	0.5962531441
487	0.5960210044
488	0.5958067365
489	0.5956197685
490	0.5953338
491	0.5949780405
492	0.5946541281
493	0.5944559093
494	0.5941487919
495	0.5939613295
496	0.5936569542
497	0.5934273596
498	0.5930300998
499	0.5928084995
500	0.5925800403
501	0.5924313384
502	0.5921323864
503	0.5917269199
504	0.5914701812
505	0.5912142817
506	0.5909983219
507	0.5907941646
508	0.5905660314
509	0.5903687272
510	0.5900201086
511	0.589837889
512	0.5892595475
513	0.5890534994
514	0.5887547388
515	0.588499508
516	0.5882489706
517	0.5880798038
518	0.5877037752
519	0.5875082901
520	0.5873647307
521	0.5871309073
522	0.5869663997
523	0.5866598074
524	0.586426504
525	0.5863263453
526	0.586036579
527	0.5858648313
528	0.5855670084
529	0.5853852716
530	0.5851705367
531	0.5849749065
532	0.5847601232
533	0.5844711374
534	0.5841562676
535	0.5839371021
536	0.5837440992
537	0.58361686
538	0.5834191131
539	0.5831607227
540	0.5829527179
541	0.5826465217
542	0.5824664458
543	0.5823636044
544	0.5822413437
545	0.5820195719
546	0.5816568178
547	0.5814469788
548	0.5812146367
549	0.5809090627
550	0.5806568416
551	0.5803818474
552	0.5800473304
553	0.579907659
554	0.5795878201
555	0.5794548986
556	0.5791972145
557	0.5788893123
558	0.5787643057
559	0.5785773855
560	0.578417916
561	0.5782716929
562	0.578133585
563	0.5779487511
564	0.5778105283
565	0.5774810426
566	0.5772684075
567	0.5770356588
568	0.5768852748
569	0.5766899713
570	0.5764378126
571	0.5761914233
572	0.5758941809
573	0.5756153257
574	0.575390264
575	0.575206513
576	0.5749963352
577	0.5748189409
578	0.5746878614
579	0.5744507236
580	0.5742271514
581	0.5740759332
582	0.5739328581
583	0.5738472781
584	0.5735945364
585	0.5733957225
586	0.5731029545
587	0.5729667304
588	0.5727477293
589	0.5726252887
590	0.5724214748
591	0.5722388768
592	0.5720605934
593	0.571900035
594	0.5716858083
595	0.5715155304
596	0.5713162105
597	0.5710728542
598	0.5709423879
599	0.570749563
600	0.5705316466
601	0.5704514064
602	0.570280085
603	0.57009774
604	0.5699737523
605	0.5698227621
606	0.569676673
607	0.5695704323
608	0.5693705823
609	0.5692010538
610	0.5690821548
611	0.5688456907
612	0.5684804036
613	0.568256542
614	0.5680767498
615	0.5678637586
616	0.5676158114
617	0.5673617866
618	0.5670954656
619	0.5669500332
620	0.566684912
621	0.5665791129
622	0.5664262214
623	0.5662125636
624	0.5659953381
625	0.5659073296
626	0.5657429607
627	0.565639267
628	0.5655221761
629	0.5653348884
630	0.5650917015
631	0.564853265
632	0.5645686513
633	0.5642419179
634	0.5641017755
635	0.5639165588
636	0.5636352594
637	0.5635108153
638	0.5633733207
639	0.5632095941
640	0.5630279461
641	0.5629116251
642	0.5628043247
643	0.5625081759
644	0.5623147362
645	0.5621870212
646	0.5620788997
647	0.5618667681
648	0.5616847109
649	0.5614822002
650	0.561251787
651	0.5611282465
652	0.5609964856
653	0.5608480554
654	0.5607569092
655	0.5606685738
656	0.5605799539
657	0.5604173274
658	0.5603000111
659	0.5601684741
660	0.5599961176
661	0.5599209481
662	0.5597908166
663	0.5596077231
664	0.5593786986
665	0.5592830239
666	0.5591347434
667	0.5589304737
668	0.5588186626
669	0.5586866242
670	0.5586215915
671	0.5584958985
672	0.5583634161
673	0.558206737
674	0.5579680881
675	0.5578951175
676	0.5577282365
677	0.5575799613
678	0.5574633615
679	0.5573692885
680	0.5572649696
681	0.5570824929
682	0.5569704639
683	0.5567985857
684	0.5566963675
685	0.5565505936
686	0.5564736629
687	0.5563457968
688	0.5562154311
689	0.5560530586
690	0.5558384937
691	0.5556582901
692	0.555553256
693	0.5553307437
694	0.5551646707
695	0.5549829819
696	0.5548512106
697	0.5547567732
698	0.5545651668
699	0.5543533013
700	0.5542076758
701	0.5540941389
702	0.5539372913
703	0.5538279805
704	0.5537236654
705	0.5535162005
706	0.5534375847
707	0.5532614603
708	0.5531804449
709	0.5530847817
710	0.5529393704
711	0.5528099386
712	0.5526153833
713	0.5523632991
714	0.5521954654
715	0.552064735
716	0.5519083021
717	0.5518168905
718	0.5517480597
719	0.5515606383
720	0.5513574569
721	0.5512626295
722	0.5511318725
723	0.5509540729
724	0.5507817515
725	0.5506488156
726	0.5504685547
727	0.5503382825
728	0.5502775823
729	0.5501708982
730	0.5500143103
731	0.549852118
732	0.549734427
733	0.5495674154
734	0.5494842004
735	0.5493192758
736	0.5492689125
737	0.5491898979
738	0.5491067987
739	0.5490096011
740	0.5488731471
741	0.5487971667
742	0.5486087671
743	0.5484195657
744	0.5483133527
745	0.5481772834
746	0.5479972007
747	0.5478664553
748	0.5477509123
749	0.5476175134
750	0.5475407669
751	0.5473849935
752	0.5471994608
753	0.5470370856
754	0.5469615156
755	0.5467967596
756	0.5465779834
757	0.5463879334
758	0.5462950899
759	0.5461447636
760	0.5460725414
761	0.5459760147
762	0.5458884605
763	0.5457834985
764	0.545622531
765	0.5454886038
766	0.5453332128
767	0.5451719815
768	0.5449948301
769	0.5448236351
770	0.5447109164
771	0.5445567567
772	0.5444690301
773	0.5443565408
774	0.5442538968
775	0.5441147966
776	0.5440151003
777	0.5439161243
778	0.5437706721
779	0.5436094566
780	0.5433951222
781	0.5432908153
782	0.5431147565
783	0.5430548352
784	0.542924534
785	0.5428272203
786	0.5426940587
787	0.5425862027
788	0.542410846
789	0.5423166002
790	0.5422353373
791	0.5420659016
792	0.5419264337
793	0.5417487164
794	0.5416247124
795	0.5415685864
796	0.5414687887
797	0.5413658522
798	0.5411965835
799	0.5411003837
800	0.540952977
801	0.5408302659
802	0.5406529609
803	0.5405339025
804	0.5403805986
805	0.5403149145
806	0.5402129599
807	0.540069941
808	0.5399166068
809	0.5397604941
810	0.5395737738
811	0.5394966371
812	0.5393408365
813	0.5392689344
814	0.5391398036
815	0.538982161
816	0.5388586902
817	0.5387291678
818	0.5386010515
819	0.5384319811
820	0.5383204879
821	0.538227178
822	0.5380664172
823	0.5379455706
824	0.5378444838
825	0.5377459234
826	0.5376190495
827	0.5375427472
828	0.5374647251
829	0.537404367
830	0.5373427757
831	0.5372220393
832	0.5370515132
833	0.5369611235
834	0.5368798043
835	0.5368181448
836	0.5366744174
837	0.5365152776
838	0.5364279349
839	0.5363349493
840	0.5362169174
841	0.5360735113
842	0.5359936839
843	0.5358673669
844	0.5357357057
845	0.5356612449
846	0.5354481097
847	0.5353450142
848	0.5352328697
849	0.5351290781
850	0.5349660982
851	0.5349051441
852	0.5348201092
853	0.5347337543
854	0.5346244669
855	0.5345249675
856	0.5344066283
857	0.5343134235
858	0.5341843263
859	0.534088284
860	0.5340235906
861	0.5339299603
862	0.5337739119
863	0.5336930565
864	0.5336120228
865	0.5335237087
866	0.533346258
867	0.5332748093
868	0.5331600667
869	0.5330926119
870	0.5330330492
871	0.5329298528
872	0.532787433
873	0.5327308293
874	0.5325821615
875	0.5325019308
876	0.5324190463
877	0.5323428467
878	0.5321795754
879	0.5321229379
880	0.5319539592
881	0.5319092554
882	0.5318192762
883	0.5317421929
884	0.5316579881
885	0.5315348198
886	0.5314732483
887	0.5314075179
888	0.5313204546
889	0.5312300382
890	0.5311066024
891	0.530992323
892	0.5309061644
893	0.530835473
894	0.530698622
895	0.5306400414
896	0.5305278846
897	0.5304505455
898	0.5302711897
899	0.5301495006
900	0.5300645813
901	0.5299702755
902	0.5298277946
903	0.529796526
904	0.5296940287
905	0.5296000933
906	0.5294089291
907	0.5292109917
908	0.5291031759
909	0.5290187821
910	0.5289322336
911	0.5288784453
912	0.5288284389
913	0.5287939882
914	0.5286014474
915	0.5284488787
916	0.5283028589
917	0.528220644
918	0.5281390186
919	0.5279617666
920	0.5278544268
921	0.527779288
922	0.5277080046
923	0.5275754869
924	0.527458486
925	0.527399467
926	0.5273046271
927	0.5272059472
928	0.5270800001
929	0.5269934463
930	0.5269403208
931	0.5269004081
932	0.5267745159
933	0.5266693978
934	0.5266181782
935	0.5265269437
936	0.5264782254
937	0.5264102954
938	0.5262536412
939	0.5261860108
940	0.5261462368
941	0.5260622744
942	0.5259384285
943	0.5258832391
944	0.5258043603
945	0.5257600906
946	0.525708846
947	0.5256417389
948	0.5255021631
949	0.5254324526
950	0.525298
951	0.5251941001
952	0.5251482037
953	0.5250761875
954	0.5250256804
955	0.5248667853
956	0.5247727653
957	0.5247122219
958	0.5246229092
959	0.5245743798
960	0.5245027921
961	0.5244393368
962	0.5243631057
963	0.5242784542
964	0.5242085974
965	0.5241412008
966	0.5241025859
967	0.5240036184
968	0.5239043056
969	0.5238364342
970	0.523762046
971	0.5236959289
972	0.5236249607
973	0.5235165507
974	0.5234419471
975	0.5233577969
976	0.5232216404
977	0.5231585827
978	0.5230518731
979	0.5229582516
980	0.5228873351
981	0.5227361345
982	0.5226415914
983	0.5225858243
984	0.5225091295
985	0.5224345261
986	0.5223528155
987	0.5222995334
988	0.5222235773
989	0.5221175633
990	0.5220373717
991	0.5219460511
992	0.5218876256
993	0.5217386742
994	0.5216831016
995	0.5215834614
996	0.5215011515
997	0.5214368831
998	0.5213964837
999	0.5213352586
